,batch_name,S_id,A_C_ratio_0,A_C_ratio_1,A_C_ratio_2,A_C_ratio_3,A_C_ratio_4,A_C_ratio_5,A_C_ratio_6,A_C_ratio_7,A_C_ratio_8,A_C_ratio_9,area_0,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,cell_brightness_0,cell_brightness_1,cell_brightness_2,cell_brightness_3,cell_brightness_4,cell_brightness_5,cell_brightness_6,cell_brightness_7,cell_brightness_8,cell_brightness_9,circumference_0,circumference_1,circumference_2,circumference_3,circumference_4,circumference_5,circumference_6,circumference_7,circumference_8,circumference_9,fractal_dimension_0,fractal_dimension_1,fractal_dimension_2,fractal_dimension_3,fractal_dimension_4,fractal_dimension_5,fractal_dimension_6,fractal_dimension_7,fractal_dimension_8,fractal_dimension_9,local_entropy_0,local_entropy_1,local_entropy_2,local_entropy_3,local_entropy_4,local_entropy_5,local_entropy_6,local_entropy_7,local_entropy_8,local_entropy_9,optical_flow_0,optical_flow_1,optical_flow_2,optical_flow_3,optical_flow_4,optical_flow_5,optical_flow_6,optical_flow_7,optical_flow_8
0,CD01-4,1,0.019743976673514137,0.01746061700500317,0.0173952944748569,0.01969495556745538,0.021875357904892027,0.02284784662371871,0.02312788330205241,0.020598116037711986,0.019303128763575112,0.019503545523695317,0.5854783738928686,0.5836767345763688,0.5767268285661061,0.5751749817947807,0.5741041338549341,0.5714012091652695,0.5684642415620925,0.5600967416891056,0.5544185760978171,0.5533424782807499,0.5359755547336919,0.5351547566011331,0.535100699650027,0.5344845282635701,0.5327142325657286,0.5305000144208347,0.5276211973904918,0.5257478901371383,0.5219810509176956,0.5177146516309576,29.653518314690256,33.42818494954227,33.154186001260584,29.20417768015783,26.24433101167895,25.008974306230193,24.579172859785487,27.19164901603887,28.72169495879868,28.371378814609944,2.543807180950905,2.5409987737956032,2.541137222023718,2.5496394348851092,2.559275768967475,2.565467396909548,2.5730608754912963,2.5758321380733937,2.582262344312207,2.5939172802018686,4.167000229401961,4.162086411506601,4.2056746541266765,4.256736409315084,4.329210427979526,4.398861164454025,4.470953903175529,4.498510418789082,4.552788240909528,4.6376393741344915,6.43031,6.259195,6.080862,5.808672,5.7448955,5.7315645,5.6868553,5.658896,5.6762815
1,CD01-4,2,0.015320129985483455,0.013796230854942759,0.01445693912676631,0.016423506051931776,0.018463061478682645,0.02021914701690897,0.020688673207783045,0.020595144973871306,0.021086468632513157,0.02109394223427088,0.5840365628545784,0.5790292384291013,0.5776220173076597,0.5789699232840523,0.5804430218970685,0.5809657233822757,0.579400370878423,0.577690773764162,0.5764857152534336,0.5742456265135735,0.5569123583193393,0.5556461570551384,0.5545640191324717,0.5533699818173642,0.5504607181639753,0.5475899142621385,0.5441529384269721,0.5405233251721555,0.5362365665544979,0.5308351796011349,38.122167593093565,41.9701036114261,39.95465514814412,35.25251681664844,31.438070147101282,28.733443745001843,28.0056804541943,28.049852258727384,27.339130382626145,27.223248273649332,2.533276861626283,2.526596323801928,2.528789305509438,2.5382974879530904,2.547761812392582,2.5572582292648343,2.5678684828032416,2.579511612559533,2.5912792209063658,2.602643297741857,4.060851306618932,4.056334450975547,4.1023608368740545,4.14409734852335,4.201655419071065,4.2855796803648065,4.365771599741657,4.455173272403291,4.547569575596122,4.631604461190838,6.348998,6.2745547,6.005693,5.5846767,5.590904,5.568879,5.692898,5.571926,5.5755258
2,CD01-4,3,0.01962140951854078,0.015956306319083464,0.014439520870908697,0.016463370010893406,0.01765612582303382,0.018777534446679497,0.020052952951922862,0.020196413719766885,0.019734586419363504,0.01980947809743443,0.6013295737438399,0.5944136225846332,0.5792424088468898,0.5797390302968721,0.5776397144744195,0.5772145590949889,0.5762925705769785,0.5749162983285069,0.5719332672864909,0.5697854324374672,0.5596832088907492,0.5594410537411643,0.5577519045383675,0.5564342491556038,0.5529277788407613,0.5493211194972646,0.5451537405981949,0.5404989202251964,0.5357260863636542,0.5308097619391378,30.64660432144938,37.252582815718746,40.11507127039717,35.213873581974596,32.716107727372595,30.739635213240675,28.738539005135312,28.466256747643154,28.9812644224108,28.763273299525306,2.536310646317672,2.5303635227791013,2.5302302179734784,2.537012024812598,2.544783083251703,2.554704165631039,2.567719316939795,2.581193113333402,2.5928790250595903,2.6032015292775164,4.080023286526053,4.074684720045063,4.13137497444588,4.148897430263004,4.19509791328337,4.28002327169789,4.385184710410953,4.480270018365238,4.563636066490053,4.633381052463412,6.4592876,6.353408,5.9612613,5.6694875,5.5950866,5.6871443,5.710162,5.6311903,5.566756
3,CD01-4,4,0.014184682527592467,0.012820412015753267,0.012347882774933065,0.015057989712576875,0.016715522374681088,0.01726334329904698,0.01781482809284595,0.01777872108112344,0.01754449232170228,0.01688535548654768,0.5791487154735897,0.5738410049281105,0.5619951650324307,0.5633275754034784,0.5615866907144914,0.5576595285271554,0.5550682907415875,0.5510276634659351,0.5482821046927129,0.5448504631746516,0.5548633597711937,0.5539721007337381,0.5525180674286378,0.5503452971785496,0.5474609197390715,0.5436385099364398,0.5395644817843162,0.5351693500519714,0.5306192947791009,0.5256387861135915,40.829163031813536,44.75995032164295,45.5134839936539,37.410543250203624,33.59671795630651,32.30310136727345,31.15765629893958,30.993661521074703,31.25095298508558,32.26763354841574,2.5244821902554726,2.5196647880237135,2.520376227464029,2.5334420290221527,2.5414649939048286,2.5504146380511545,2.5607301212207125,2.5715628391868828,2.5826389775988092,2.592686223291791,4.041327607580722,4.043731828685649,4.0954252719756274,4.17147984239109,4.21958669109798,4.301419774547302,4.395249604333407,4.479965989047857,4.56372838552618,4.632789477432658,6.4794774,6.4021897,6.0182242,5.681967,5.692827,5.623643,5.7292767,5.6777916,5.687895
4,CD01-4,5,0.0198601902798052,0.017150104701039823,0.017594118828901894,0.01943915462533746,0.020351611618201353,0.02001238986826832,0.019812958558007812,0.019581587493583994,0.018115118772145094,0.017245538721075558,0.5841554471709935,0.5784931158868059,0.5700438195397043,0.5630915426171484,0.5583134346051585,0.5510727107995055,0.5472135429897204,0.5434266880048773,0.5368681518738675,0.5324132923504208,0.5660900179122582,0.5655171512202317,0.563486068117127,0.560700512438712,0.5575889915567475,0.5540024314983237,0.5499917068080504,0.5456928869349302,0.5416481504020308,0.5371020200881355,29.41338622344374,33.731171090269285,32.39967997733948,28.966873995806456,27.43337702581912,27.536576812012207,27.61897176474701,27.75192196153319,29.636468776533142,30.872523089102756,2.5310706807908567,2.527358619829766,2.531957148275075,2.5395587738374865,2.551288187207914,2.555886304581179,2.564772659479739,2.5758159850577873,2.581311001926682,2.589010562277518,4.132943249895387,4.123533110790983,4.211931713039534,4.273134074253052,4.356036523787076,4.416472495386304,4.510654304107613,4.604968143142983,4.6562312956392145,4.722571820697124,6.3894925,6.292508,6.019742,5.7294984,5.7205524,5.6194525,5.6512747,5.607493,5.560452
5,CD01-4,6,0.014938215422940824,0.012964673612407055,0.012872327791823773,0.01529863912758339,0.016546202213927202,0.016438440194585145,0.016286195177678153,0.015745414614676462,0.015104685042860245,0.014301312051316914,0.5764487120865722,0.5659926925096107,0.5530636843977036,0.5523705312537045,0.5482324848854341,0.5426516960490441,0.5365252586834662,0.5307493352978035,0.5271626953885756,0.5222277684634795,0.551988050551796,0.5509932143475517,0.5488031316992621,0.5460199194866218,0.5423596920482657,0.5386236235302734,0.5338192973090412,0.5296442158248783,0.5255074594724715,0.5210795410567669,38.58886056772966,43.65653231470183,42.965320130287374,36.10586057015898,33.1334331466092,33.011142762060516,32.943560655519306,33.7081841467094,34.90060824788647,36.51607395108835,2.5382338163530047,2.529940267114255,2.530789606058606,2.543907274205994,2.5540232894785224,2.559932824590325,2.566065600313846,2.5740257780769444,2.5808985462954745,2.5866657022200363,4.064000773331325,4.060217741376398,4.147914515471577,4.219973155738487,4.296872759342764,4.379373112973888,4.461136854970886,4.539864822089456,4.616328721584915,4.672780807048719,6.3423333,6.2514167,6.0780673,5.8288503,5.814849,5.7629294,5.783007,5.702405,5.688306
6,CD01-4,7,0.015231265695891652,0.012590793921485668,0.013680324373860001,0.016790050567733073,0.017613199406098796,0.017563095264762036,0.017924175923432043,0.01751514263232398,0.01653489504194516,0.01598882733142131,0.5696562600552084,0.5587136107300716,0.5503660519229793,0.5475673169740385,0.5410603481854054,0.5346999102440346,0.5303489051465732,0.5255702890819489,0.5189065437179292,0.5149658334603465,0.5535398339881358,0.5540033134401403,0.5521888265093624,0.5492576823576141,0.5458356886634528,0.5418576164944058,0.537117432931454,0.5329340392293334,0.5289143984834515,0.5247022730989495,37.40045452748306,44.37477209254057,40.2304826174008,32.61260677953806,30.719027004148735,30.444514601981197,29.58846796706871,30.006623418071143,31.382512099507416,32.207855071918466,2.5234727184961714,2.514493273868699,2.518406311764208,2.53000628328701,2.5399269325762193,2.5470996582800742,2.5573756322097587,2.56504322034195,2.569975430274466,2.5760319597350154,4.053641070037423,4.046010526541393,4.135578937169907,4.216368124514929,4.285316703276398,4.367482775707779,4.478631538786623,4.563272867575786,4.61637978171448,4.673947190466531,6.521619,6.3671002,6.2981334,5.9577317,5.771012,5.7192187,5.793291,5.7722282,5.6424365
7,CD01-4,8,0.018176165764759073,0.015258350614142992,0.01523108137454805,0.01812388138981195,0.018276219662581403,0.01834484363384066,0.01814480635696129,0.01759850738833622,0.01715929990741285,0.016132385778296926,0.5829695253094888,0.5710300767159477,0.5584520482988704,0.5536438381683009,0.5472232806652102,0.5412387169977476,0.5341128977628748,0.5302684634794831,0.5256927297668038,0.5211421023218006,0.5565804469821842,0.556052934245726,0.5544042235044744,0.5519880762277591,0.5492072450167987,0.5458997546875741,0.5416984132056202,0.5381046157784739,0.5344337202628073,0.5305108813776758,32.07329493218979,37.424102457487045,36.66529214610288,30.547752231457597,29.94182006827107,29.503588463372164,29.4361310479327,30.131445342400436,30.63602434850524,32.30409373317236,2.5292331016260396,2.519705330752604,2.522798098005949,2.5341668699010467,2.541178146021111,2.5482967314222558,2.555418730974519,2.564144437862022,2.5709116009054593,2.5772880198147403,4.108713399772935,4.083419395694732,4.169060554393479,4.254860426247534,4.299279692146722,4.386449741977317,4.467553244367663,4.559639634016492,4.6328781337715546,4.685434646749603,6.4403114,6.1663256,6.1231585,5.770626,5.655319,5.713109,5.788693,5.690594,5.5937366
8,CD01-4,9,0.015545730836119293,0.01255346704522229,0.01325123709060602,0.01580904301034948,0.018226034634230785,0.01865775607438814,0.01745358332547907,0.01711781405538141,0.01619131252299519,0.015371315180329859,0.5737469305153348,0.5599903893376688,0.552644625649884,0.5494288641636607,0.5465284340124303,0.5415804247320022,0.5339336821961422,0.5288782621212891,0.523646928821826,0.5196696387745771,0.5556637628257932,0.5549642527056198,0.5542737784704861,0.5525394711023007,0.5489448172992136,0.5449589501141364,0.540012452573268,0.5362763071264558,0.5323360792472767,0.5286949097273784,36.90704133267756,44.608424694179995,41.70513453733774,34.75408750573794,29.986140429360386,29.027093213821143,30.59163681401147,30.89636681472323,32.34122793183896,33.80775377240201,2.5286092895190655,2.52022778089147,2.524573742591014,2.533742101153116,2.546961102694562,2.5558066924719793,2.5628600452406736,2.5690960686505457,2.5764882387765335,2.581328594453946,4.090616008083469,4.0834451188488785,4.165769445429518,4.237126408445719,4.3402068742549496,4.442592885791364,4.522650501034998,4.607082175970776,4.678967816491679,4.730920787785383,6.4533854,6.2280893,6.2065325,5.917012,5.8402734,5.839772,5.7142587,5.721492,5.6375494
9,CD01-4,10,0.016258806533904727,0.012515838361144435,0.012968953190167247,0.015800471427810908,0.017839871232971188,0.01707308180797039,0.016485187317225234,0.01585462153591226,0.014960431966648681,0.014397527095201805,0.5850419143423259,0.5678819285677996,0.5577480990363936,0.553948373384816,0.5492996494436824,0.5402900133787194,0.5348950447933073,0.528154795170113,0.5233791004081356,0.5175577909871463,0.5436436691312421,0.5421431565523326,0.5404326402268442,0.5371568408579308,0.5334144515507442,0.5287499471408289,0.5238828461230106,0.5194922877139397,0.5152684479104939,0.5107476127817474,35.983078654778836,45.373063488163574,43.006408524881174,35.05897757011186,30.790561337039303,31.64572274974344,32.447010428228495,33.31235589407108,34.98422382287528,35.94768654122765,2.5336125099568227,2.52248026440276,2.52632038104663,2.539279132329744,2.551283145096599,2.557512377690003,2.5642020470682634,2.571050463390284,2.57698327387923,2.5828852824858157,4.052434196794301,4.035066794667581,4.111562338693723,4.21156828411839,4.301899237931098,4.376815698612318,4.460644801629559,4.538483229457158,4.603671507305972,4.64888427428607,6.609479,6.357089,6.2885423,5.9373655,5.9272804,5.8513136,5.861189,5.7592497,5.6644645
