,filename,true_efficiency_index,pred_efficiency_index
0,CD03-7-01.png,0.6509380648079002,0.09893045030647891
1,CD03-7-02.png,0.0027397837254476438,0.0
2,CD03-7-03.png,0.026777584100860393,7.711007444427422e-05
3,CD03-7-04.png,0.425169580330776,0.18135081604934727
4,CD03-7-05.png,0.4899150025610829,0.2058161168316611
5,CD03-7-06.png,0.5267942707003589,0.08068223342396855
6,CD03-7-07.png,0.08076048208997139,0.060901109948916635
7,CD03-7-08.png,0.16621002330239826,0.06234468447616678
8,CD03-7-09.png,0.0055336929354532615,0.00024005665498621318
9,CD03-7-10.png,0.5313169608188867,0.12335408362428085
10,CD03-7-11.png,0.5280244465746908,0.08374219574440019
11,CD03-7-12.png,0.007497509060861756,0.0002110732666547522
12,CD03-7-13.png,0.14488839708382265,0.042924645783335026
13,CD03-7-14.png,0.36626468068374257,0.0926872652340559
14,CD03-7-15.png,0.17783161570563558,0.06170894647735397
15,CD03-7-16.png,0.29665585021307783,0.09103753748542602
16,CD03-7-17.png,0.43975133625770163,0.11925855482845267
17,CD03-7-18.png,0.356876559454891,0.09735543909675413
18,CD03-7-19.png,0.0016678172259029479,0.0008166178119468273
19,CD03-7-20.png,0.002271340563406352,0.00011583548485583469
20,CD03-7-21.png,0.0018427913225294455,0.0002486983155892565
21,CD03-7-22.png,0.2345391716053283,0.13867043555432157
22,CD03-7-23.png,0.24148492252125456,0.10436146056729982
23,CD03-7-24.png,0.29699475323712377,0.1133952803601367
24,CD03-7-25.png,0.0011723719910598789,1.2735603681576798e-05
25,CD03-7-26.png,0.0029761038055087486,2.1475332754629627e-06
26,CD03-7-27.png,0.19742561124248958,0.07348664393871697
27,CD03-7-28.png,0.40333939595939283,0.1175772191132855
28,CD03-7-29.png,0.3242693500061701,0.09156450757793354
29,CD03-7-30.png,0.4398151007093376,0.16396580448857065
30,CD03-7-31.png,0.0628135082768459,0.05169010203907951
31,CD03-8-01.png,0.16884166908679707,0.026564278529879835
32,CD03-8-02.png,0.26944676816853036,0.07672422820446537
33,CD03-8-03.png,0.02230104932598039,0.00013698336865127994
34,CD03-8-04.png,0.1748797331500417,0.030987922818053
35,CD03-8-05.png,0.09683532881061495,0.025749415977328424
36,CD03-8-06.png,0.2268136533516944,0.08576256247127752
37,CD03-8-07.png,0.08062728848592389,0.04416365779303258
38,CD03-8-08.png,0.2404741208278016,0.07865286933051217
39,CD03-8-09.png,0.13176337348090272,0.03360168689736094
40,CD03-8-10.png,0.009595351541224128,0.0003311689123348992
41,CD03-8-11.png,0.2645597270890778,0.12687931600998692
42,CD03-8-12.png,0.06194528982789947,0.03515130502206308
43,CD03-9-01.png,0.0014418641466460718,4.3081977528424556e-05
44,CD03-9-02.png,0.0011473878016918574,0.0
45,CD03-9-03.png,0.0004653398767276007,0.0
46,CD03-9-04.png,0.0010575753671151619,0.0
47,CD03-9-05.png,0.0003692095056338507,0.00011993109011182597
48,CD03-9-06.png,0.0011105788818891271,0.0037558046561180897
49,CD03-9-07.png,0.0007641279100073189,0.0002548633317801947
50,CD03-9-08.png,0.027154866802406724,0.0031871970182929944
51,CD03-9-09.png,0.000956882318899782,0.00014117039366744958
52,CD03-9-10.png,0.11849094798102618,0.04900377726502926
53,CD03-9-11.png,0.10414733720501007,0.02636247522690717
54,CD03-9-12.png,0.11238771658837148,0.09723555122325622
55,CD03-9-13.png,0.06766460809312873,0.052867452251625466
56,CD03-9-14.png,0.1006491667304943,0.09769024319118921
57,CD03-9-15.png,0.048918640535641336,0.05762129307832073
58,CD03-9-16.png,0.13269772997089463,0.10228228101543352
59,CD03-9-17.png,0.07129793520326966,0.07264868875474452
60,CD03-9-18.png,0.08516858668109169,0.0677147493383204
61,CD03-9-19.png,0.11555195228726256,0.055399470443559355
