,batch_name,S_id,A_C_ratio_0,A_C_ratio_1,A_C_ratio_2,A_C_ratio_3,A_C_ratio_4,A_C_ratio_5,A_C_ratio_6,A_C_ratio_7,A_C_ratio_8,A_C_ratio_9,area_0,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,cell_brightness_0,cell_brightness_1,cell_brightness_2,cell_brightness_3,cell_brightness_4,cell_brightness_5,cell_brightness_6,cell_brightness_7,cell_brightness_8,cell_brightness_9,circumference_0,circumference_1,circumference_2,circumference_3,circumference_4,circumference_5,circumference_6,circumference_7,circumference_8,circumference_9,fractal_dimension_0,fractal_dimension_1,fractal_dimension_2,fractal_dimension_3,fractal_dimension_4,fractal_dimension_5,fractal_dimension_6,fractal_dimension_7,fractal_dimension_8,fractal_dimension_9,local_entropy_0,local_entropy_1,local_entropy_2,local_entropy_3,local_entropy_4,local_entropy_5,local_entropy_6,local_entropy_7,local_entropy_8,local_entropy_9,optical_flow_0,optical_flow_1,optical_flow_2,optical_flow_3,optical_flow_4,optical_flow_5,optical_flow_6,optical_flow_7,optical_flow_8
0,CD01-3,1,0.011383471878445649,0.012031079993642411,0.010214658892206603,0.00905718082602741,0.00823481354098196,0.007438252947105128,0.006819895146893486,0.006482429795378893,0.0063315213640556785,0.00613118055479382,0.45454029704144017,0.4607487425697302,0.42176345069349186,0.41185286795712034,0.4004492032041186,0.3907183864248336,0.3846228132567867,0.38372914867313584,0.38627711730935327,0.39542075225660045,0.5345537346687194,0.529907340206854,0.5150834552352296,0.509982375959903,0.5022375104157825,0.492845105940474,0.48200256253777557,0.4725674479143225,0.4645327822091209,0.4584370888300157,39.929847580341644,38.29654052779998,41.2900181145825,45.4725235002031,48.6288124450195,52.528246780972424,56.397173999366444,59.195264859896135,61.008578365109095,64.49341178632076,2.4802911242753964,2.4772270413080877,2.4886347037422816,2.4975433568898517,2.504702145634622,2.514232594816792,2.521670279483712,2.5311768403509918,2.541288384819208,2.543638760552318,4.440179659633212,4.518341707809376,4.727539886508632,4.795822818887294,4.868908759927068,4.967529883479181,5.03680857884648,5.106837075547351,5.164155258282579,5.187756582021016,8.093697,8.552285,8.824367,7.7705593,7.9839063,7.6561093,7.7217827,7.3246474,7.078371
1,CD01-3,2,0.013584422078203859,0.0138661292246411,0.010717604008907094,0.009285290055571778,0.008216811825094721,0.0076043589810091995,0.007132816717344334,0.006992754992169481,0.006802452757771921,0.006674232915260401,0.47411073853917934,0.4721016020593067,0.42747193009195755,0.4184719046893258,0.4136337617910549,0.4066134904909482,0.4041145489339362,0.40440769530390014,0.4073645616352521,0.41160921438127657,0.5575237754010014,0.5549342602623236,0.5405186923561844,0.5359858428284971,0.530285293232171,0.5197154848398403,0.5081749237233196,0.4989349459213481,0.49235809435019445,0.48658386777921,34.901060627370214,34.04710820236324,39.88502744985706,45.06826412366251,50.33993361364176,53.47110670424783,56.655675443234266,57.83238448319121,59.88495269883807,61.671388998149354,2.4682210958535027,2.470432196369969,2.494226893581669,2.5078968456927395,2.5190866392699514,2.5337421923691097,2.546496751754898,2.557835002388775,2.564815066377262,2.56495139620161,4.4807764253680995,4.5797124170486585,4.85314483339513,4.9399219164951615,5.0042359571792625,5.0994374376265705,5.167542851308581,5.21638037161854,5.237181815782644,5.237661268223637,7.839083,9.14944,8.976942,7.6928887,7.4615865,7.7235913,7.0558558,6.8618937,7.0238037
2,CD01-3,3,0.011265049111389782,0.01062339996353841,0.007880432554909953,0.007242960602504293,0.006684293783675901,0.006310601358673788,0.006087987011324623,0.005970508409368352,0.005911237133143,0.005753961354206996,0.4497380141916036,0.44412928246032957,0.40290165794509647,0.4032505630916696,0.3987184795678166,0.39696006706294773,0.39697344578231636,0.3996369963928263,0.40248966959643684,0.40812740266558284,0.5550378504472855,0.5481651836441783,0.5300973362787947,0.5267070643180224,0.5198593998222193,0.509916897086122,0.5002771247339683,0.49265187340110683,0.4858232126776875,0.47984441660698457,39.92330701309467,41.806698795552116,51.1268455300802,55.674824870957266,59.65005316516009,62.90368294573615,65.20602705687162,66.93517017173178,68.0889060159279,70.9298129656678,2.4760460305614758,2.4812771738872255,2.4999468211601514,2.513385983654657,2.521075814434872,2.5327635872226955,2.541275479158761,2.548882559032574,2.5527846213043,2.55044656423522,4.530835060440361,4.675208623999928,4.872057754390967,4.929533445699048,4.972191380719988,5.041543637543627,5.0875582614815045,5.117293706224355,5.132302555203013,5.109952399104593,8.107296,9.843939,9.662957,7.758478,7.8912425,7.454107,7.0379076,7.1794796,7.533534
3,CD01-3,4,0.013195932181483402,0.012806428850909669,0.009171100811960023,0.008157380836660984,0.007361916251849718,0.0069266173504628145,0.006633588534718846,0.00656404677362769,0.006401903803452581,0.006280868159276342,0.48188821995292047,0.47817363545529984,0.43204876458534436,0.4276484783823604,0.42427251096546936,0.421552778201155,0.42426611796982167,0.42713407509017937,0.43016240749208284,0.43661272841199683,0.5450296212878698,0.5403999782850152,0.5217529663498907,0.5182456694839424,0.5126436493374911,0.5040392860916261,0.49487770927141767,0.4880824224047842,0.482685119900312,0.4770447472270207,36.5179369919094,37.338561828759474,47.1098043129032,52.424728837032866,57.63071684751491,60.85983343269109,63.957255676817994,65.07175981839008,67.19288834988335,69.51470996364644,2.4710095673018593,2.479490442083729,2.50620121973834,2.5186563027224715,2.5276293109806516,2.5379365123122746,2.5491174238060474,2.5577869804328284,2.561219553115738,2.560219001326429,4.456009583115942,4.608630084568325,4.886975796812971,4.943140050063301,4.985826371641653,5.05014698101606,5.105604845733513,5.1403290931776064,5.151214945989041,5.134068971179185,7.62778,10.247519,9.289387,7.805559,7.4110975,7.597611,7.2346916,7.3266826,7.9329095
4,CD01-3,5,0.009853929242712474,0.008729416874581784,0.005850998801255091,0.0055022900518859824,0.005148550437805647,0.005010663441141429,0.004976155282736441,0.00495816664797157,0.004973265703800763,0.00499163214016266,0.43862101813747906,0.41970219648088875,0.38032134329116496,0.3934523023251876,0.397315153516571,0.40213145015156904,0.40810576809090754,0.413639943098105,0.419111119578655,0.42534378228251113,0.5405122458085388,0.5327655772538752,0.5105061845337803,0.5125912030768418,0.5097257386260621,0.5051226816146138,0.49940425327460436,0.49529555582167606,0.4923158452891419,0.48892592769331555,44.51229629661321,48.07906444506881,65.00109745528962,71.50700864821304,77.17029449669913,80.25513085747453,82.01226547465893,83.42598635068646,84.27281881568364,85.21136380627813,2.459595375518478,2.473695618296429,2.48895923203983,2.5007060474822884,2.505410575214205,2.5126833896489296,2.519336266424458,2.524012013347191,2.526579765251421,2.525089045804257,4.451139218616985,4.70070899027137,4.864807350251966,4.851828051872721,4.851715045382176,4.875894008524951,4.899028172460197,4.906270133476838,4.9116184389264665,4.89728337535703,7.7848787,11.18577,10.051039,8.845357,8.902802,8.476755,8.109925,8.419235,8.366548
5,CD01-3,6,0.010925532145646774,0.009465035620959225,0.006454172656857812,0.006140956521602121,0.005903062624356385,0.005757582826650237,0.005743932129067956,0.005785122940691229,0.005843633658741941,0.006051440965840966,0.47706476824332333,0.4723081254551305,0.43772269640468087,0.4479803637656861,0.44976790462158545,0.4536221612559061,0.4603892953309963,0.4678667716642111,0.47443597690054023,0.4830305339633186,0.5625316742186525,0.5569220326693338,0.5393760033853703,0.5378963046466014,0.5326056675831062,0.5254107330992194,0.5184265439994662,0.514224643372679,0.5103315221938031,0.5064820297821331,43.66512879040015,49.90030089366583,67.8201095131199,72.94960682262118,76.19229766694606,78.78691022145895,80.15228679342034,80.87412773432064,81.18852149309444,79.82074628008736,2.471436791925137,2.4866450288582027,2.5105301454114106,2.5208106567537407,2.5272147022495854,2.5357700784411055,2.540525840797333,2.5437678153131253,2.5447427303569894,2.544902732811814,4.568040849820254,4.7574636981946385,4.943456268163724,4.941490205913598,4.9534434833199805,4.975453737002052,4.974438760025745,4.9702488734512595,4.955635541620203,4.953407304062671,8.103841,11.02995,10.310893,8.865546,9.314056,9.03459,9.364479,8.82583,9.244497
6,CD01-3,7,0.013680370357466897,0.013426508436072076,0.010984847749481904,0.009795036133527968,0.008957660250210742,0.008166780792870088,0.007723769467098385,0.007434650786818675,0.0072160718620022215,0.0069991926376589625,0.47719140036241087,0.47344747582516217,0.44050271808159325,0.4330216430422192,0.4235509492116717,0.41568477027553385,0.41006075462751274,0.4094305576724415,0.4137952378533083,0.42127085132686415,0.5641574858221527,0.5600048734502063,0.5474617898950258,0.5432129586216609,0.536022961666728,0.5260190368490232,0.513516744134935,0.5031150084247992,0.49392820826971157,0.48567518181272273,34.88146796420278,35.26214414413083,40.10093977883029,44.20827418492164,47.28365860959139,50.89946465055638,53.090755281379685,55.07058359732844,57.343558346783674,60.18849217840183,2.483176710777931,2.4851781299691935,2.5061591664356375,2.515773143730343,2.523254871122584,2.5376918700562023,2.549262387988384,2.5614732151749995,2.5727034913298743,2.581280597450184,4.512616988812412,4.62008140276253,4.831892550856323,4.905521416219719,4.966310271573053,5.066422098711257,5.139683866865426,5.201452487582498,5.249257712042577,5.286222988895804,7.880681,8.34512,8.333248,7.025049,7.3678718,7.3143444,7.1276097,6.787458,6.722825
7,CD01-3,8,0.01691824009977915,0.0172083946342273,0.014413709820702773,0.012624968588990976,0.011410938764781022,0.01042846840455671,0.009974398435339298,0.009566758999713869,0.009310207419097837,0.009103288697604923,0.5170307287168284,0.5130064014631915,0.4865338109028095,0.4774737506138969,0.4686644142999881,0.4629082202916222,0.4599013107757964,0.46090090433368897,0.46309023014784334,0.4664706006875646,0.5614700152481393,0.5570258954767423,0.5457035264327779,0.5406758963953018,0.5329168211295874,0.522756866969846,0.5101650372849085,0.4991147183449556,0.48923147310719106,0.4807040456113797,30.560550368568045,29.81140381583461,33.754933112638966,37.81979711460478,41.07150375273983,44.388897998612606,46.108175220509125,48.17732989275407,49.74005511390819,51.24198695470276,2.4935881121078447,2.4959664232562218,2.5181800584804632,2.530904919070675,2.5433947426001784,2.5606330363234373,2.5775000501694043,2.5930711908424584,2.6040698930596338,2.6089789074360734,4.5297767120969,4.621903866659464,4.827255804185367,4.910165144665262,4.999655908897673,5.115967880083443,5.21160318794459,5.292127155429238,5.355822397284634,5.38877481856287,7.9839625,8.4955225,8.039516,6.9836645,6.8957314,6.7404747,6.206042,6.1759853,6.181922
8,CD01-3,9,0.015791426731168515,0.01586927108511067,0.012382886933641578,0.010867958417547197,0.009984437055573184,0.009356828448831681,0.009018391985670438,0.00879906225662428,0.008590786240705283,0.008404266754743879,0.5113932496739996,0.5078307422648987,0.47824539788988807,0.4724457653812935,0.46506392995647683,0.4595266642957544,0.4591076055479348,0.4594753933174143,0.4606980643194635,0.46443085403647816,0.5533852779241248,0.5485028197176227,0.536573488418036,0.5323910140919127,0.525765061573841,0.5161862481018638,0.504961017363423,0.49558564863339516,0.487654665759295,0.4810389721574237,32.38423344387439,32.0008864642416,38.62147821043254,43.471436605654624,46.57888345311208,49.111370034055945,50.90792308400688,52.21867739048024,53.62699657646717,55.261317565190936,2.4879357804812097,2.49603066722923,2.519316106794327,2.5331092531283037,2.5441752253436025,2.560340045819143,2.578006206490301,2.59040319189311,2.599042606009298,2.6029713962359255,4.468726421894174,4.5986708901375515,4.819099211509277,4.9049254328384935,4.98799891838741,5.097655484563158,5.202389878145554,5.267443964340151,5.317782486602843,5.333485386913953,8.1138115,8.875738,8.456495,7.3043227,7.1867127,7.0502396,6.5164375,6.357643,6.5640655
9,CD01-3,10,0.011728397797655957,0.011019280007027434,0.007448357857666055,0.006705426479898229,0.006239202251732573,0.005923645797958349,0.005717085976570268,0.005774171763676949,0.005591125312613293,0.005538752309902062,0.45599349692628155,0.43530622872529595,0.39548485156395535,0.3991036258022998,0.3984004809564938,0.400363596335247,0.40356098325119816,0.40183263052718926,0.4070361056072076,0.4130014056122881,0.5483159742566682,0.5397683240318522,0.5168530821438803,0.5143252983315577,0.5085639028035619,0.5004653160211213,0.4915801950912251,0.4829666343479327,0.47828887084200655,0.47311059439021236,38.87943645784394,39.50405366300556,53.09691869287825,59.51949916962734,63.85439434117741,67.58736257884237,70.58858042455014,69.59138850959731,72.80039041317049,74.56578350216763,2.4707008511505766,2.4784241717514677,2.508372352598415,2.517093739812745,2.5235442525120764,2.533939975661987,2.542813452542709,2.5502450411481674,2.5522994198467908,2.550095462286744,4.459470911863353,4.6550087988595426,4.923732335728915,4.944880396600016,4.969502336839975,5.017655561828716,5.047194008936977,5.079657147023981,5.0740891514201705,5.054348529478808,7.751225,11.173413,9.842928,7.900674,7.5012293,7.332505,7.132385,7.352265,7.980374
