,batch_name,S_id,feature,CHIR_conc,label_24,delta_CHIR_conc_24,label_36,delta_CHIR_conc_36,label_48,delta_CHIR_conc_48
288,CD01-4,1,"[4.197874426087581, 4.399675165203027, 4.562979344611033, 0.5351788848121055, 0.5302784814590183, 0.5218145308952639, 2.543895652913834, 2.5659346804561065, 2.5840039208624894, 0.9881256207622301, 0.9758228831955228, 0.9495698278190424, 1.0767305654869328, 0.8524281151952152, 0.9474392649915127, 0.920970615483853, 1.145515396968012, 1.0029183635309546, 0.9407908, 0.8897091, 0.8813866]",2,low,-2,low,-2,low,-2
166,CD01-3,71,"[4.830213632960104, 5.197724668526971, 5.360402767985357, 0.5664248334787539, 0.5414986918765666, 0.5177655530796191, 2.4976767577490837, 2.5598245186981274, 2.600889370223649, 0.9168960170127264, 0.8863287756547332, 0.8977101194496512, 1.2107737652178314, 1.5056598958949239, 1.6620222663776016, 0.7653108863841322, 0.5894092598316255, 0.5403014818780518, 1.0123247, 0.8008871, 0.7371894]",4,low,-2,low,-2,low,-2
167,CD01-3,72,"[4.834004442153491, 5.185554690183738, 5.368705494561902, 0.547909157446061, 0.515637850682014, 0.4841508425922891, 2.5211498242750334, 2.566273562207, 2.6010267291564246, 0.9093200092936, 0.8728426295557743, 0.8805761351524181, 1.2449652392623827, 1.5547647322569307, 1.669078072225136, 0.737124144188398, 0.5625978798493412, 0.5276478564309521, 1.0269033, 0.86490136, 0.7758053]",2,low,-4,low,-4,low,-4
329,CD01-4,42,"[4.024103301466994, 4.350975986549845, 4.623534318863297, 0.5785023218046959, 0.5665365457731446, 0.5540899001720001, 2.5030686890668083, 2.5383555597804257, 2.567437561196604, 0.9691197249323678, 0.9677020257447033, 0.9564545621259676, 0.8721612505916837, 0.6245568619771381, 0.5854774181890772, 1.125337246719012, 1.5519793891904758, 1.633757614706251, 0.9483587, 0.9241674, 0.89907885]",8,optimal,0,optimal,0,optimal,0
7,CD01-1,8,"[4.9872984709881285, 5.39025750033032, 5.634854563420787, 0.5186678948789357, 0.48925795645638637, 0.4619915574298543, 2.541958835210748, 2.5834399620854636, 2.598456541439776, 0.9598005969760323, 0.9377250170557335, 0.885771471993488, 1.0546714950710918, 1.2015677710414747, 1.3667017949157105, 0.9104180877707775, 0.7825677989550976, 0.6490983155859699, 0.7987331, 0.80580896, 0.7882759]",4,low,-2,optimal,0,optimal,0
284,CD01-2,93,"[4.423502508905808, 4.689661832629399, 4.817962232831632, 0.5397322659700663, 0.5187409862161202, 0.5043246797061461, 2.5367789016404547, 2.5540225025569945, 2.5594001879761534, 0.953972653415326, 0.9009717539452897, 0.8531864328990387, 0.9195339298658458, 0.900793206919198, 0.9865052650270617, 1.0384532411271565, 1.0009304246361352, 0.8656130831827152, 0.95934904, 0.92138606, 0.90135837]",10,optimal,0,high,2,high,6
115,CD01-3,20,"[4.742578700860183, 4.887831553252195, 4.878265020212385, 0.5518644767746967, 0.5269434466592243, 0.5097869527143825, 2.4727204440739126, 2.5072998661035197, 2.5177462434478373, 0.9017036033643978, 0.9307170883290533, 0.9628644424055673, 1.3579895788205865, 1.6919808172877648, 1.7469181477817257, 0.679688997813676, 0.5503459071544851, 0.5512157166119492, 1.2859695, 0.9997884, 1.0858573]",10,optimal,0,high,2,optimal,0
307,CD01-4,20,"[4.128397726865261, 4.406254849288425, 4.661185031882547, 0.5733399479512964, 0.5612636358755511, 0.5477181410170968, 2.530942854334903, 2.562251926115926, 2.594091526261128, 0.9758726147080399, 0.962437563875574, 0.9460785881485744, 1.0271094709223147, 0.8035509407906114, 0.8033938995142795, 0.956953741197732, 1.1987097685403476, 1.1777725834821038, 0.9218556, 0.8943483, 0.8790804]",6,optimal,0,optimal,0,optimal,0
218,CD01-2,27,"[4.372362342532718, 4.599836938074887, 4.741722414028718, 0.5671398302264844, 0.5560480720685631, 0.5476123198481461, 2.5004674160547853, 2.5262008711506527, 2.540732323496939, 0.9592461082649127, 0.9463405045413502, 0.9145737441803303, 1.0188797723373937, 0.9524540841372139, 0.9723774397073409, 0.9416805970942211, 0.9935739412911538, 0.9406871359200989, 0.94006985, 0.94006705, 0.9423325]",6,optimal,0,optimal,0,high,2
223,CD01-2,32,"[4.492668046104037, 4.719946225143167, 4.846659444679548, 0.5618929837091691, 0.549257585286085, 0.5400485279987811, 2.5382349733680147, 2.560878513360806, 2.5728395231969565, 0.9688159765080363, 0.9467040875686198, 0.9161773429568445, 0.9825802600139917, 0.9915427482275193, 1.075314135825746, 0.9867098507242281, 0.9553547615361082, 0.852613847916627, 0.9344155, 0.9207796, 0.9199594]",6,optimal,0,optimal,0,high,2
136,CD01-3,41,"[4.684280570257004, 5.096682320330796, 5.278146402456906, 0.5513900701324959, 0.527808633409299, 0.5057133613409547, 2.497630745497693, 2.5469328473839266, 2.5740711043663835, 0.922857158190524, 0.8840197751312221, 0.8887627668876109, 1.1103738550265927, 1.35091782827804, 1.468311637800849, 0.839311422831954, 0.6553295361217156, 0.6054241427267051, 0.991309, 0.80805594, 0.7599036]",4,low,-2,low,-2,low,-2
252,CD01-2,61,"[4.398214301073039, 4.666566755980688, 4.80011660596248, 0.5518398035038016, 0.5318316665573318, 0.518247203760139, 2.5072884189119096, 2.530299754749418, 2.5387223441392144, 0.9718214311661568, 0.9350903997324866, 0.8893427476035748, 0.8915813770627359, 0.8614723564796992, 0.9233885970308383, 1.0909103102134716, 1.0856725874906208, 0.9639477955982021, 0.9587359, 0.9202018, 0.9083608]",8,optimal,0,optimal,0,high,4
228,CD01-2,37,"[4.314420933958656, 4.5736357099466725, 4.731285901128577, 0.555921617234416, 0.5380915852832509, 0.5232728321814154, 2.5215869780850984, 2.5522325524635026, 2.565644160687503, 0.9833266361171243, 0.972474528622704, 0.9368896278412496, 0.8643377904693843, 0.7814152889647449, 0.7912874787527269, 1.1400826284861443, 1.244561083720545, 1.1843136062306048, 0.9601872, 0.93719053, 0.93607515]",6,optimal,0,optimal,0,high,2
145,CD01-3,50,"[4.758994299945544, 5.1104012135032475, 5.223968513189842, 0.5654784485832267, 0.5430778050945531, 0.5252812515387603, 2.486490883301096, 2.5384694793341875, 2.5670707222857265, 0.9084737711196909, 0.8758504611807928, 0.8941286576982206, 1.210229700935612, 1.566096695739722, 1.7158083061214966, 0.7607899539131546, 0.5601234285827833, 0.5212345113162956, 1.104312, 0.8871452, 0.8132145]",4,low,-2,low,-2,low,-2
266,CD01-2,75,"[4.419957185706781, 4.663528229205828, 4.791631559293816, 0.552681104255248, 0.5395902170970387, 0.5304704424335277, 2.539387240719967, 2.562569186224649, 2.5734149148290473, 0.9692881009327926, 0.9426593507446097, 0.906323067763439, 0.953937167067156, 0.9382812992333843, 1.0265442613977855, 1.017731409710365, 1.005863477429177, 0.8834955389090068, 0.9612918, 0.9352703, 0.9265976]",10,optimal,0,high,2,high,6
216,CD01-2,25,"[4.1372654305294425, 4.33851739930395, 4.498798446628396, 0.49964920314321304, 0.500995942443282, 0.49664215527797645, 2.365391147221234, 2.370929153272186, 2.374762468289214, 0.9551818560409226, 0.9037635494199471, 0.8730727057563419, 0.8906468611904331, 0.8774958060638444, 0.8803373928760352, 1.0727300618471607, 1.0299205581953739, 0.991842407933257, 0.92746943, 0.83896756, 0.8220186]",6,optimal,0,optimal,0,high,2
212,CD01-2,21,"[4.340876053303155, 4.574752692441611, 4.717867542955731, 0.5683076104786674, 0.558202460631832, 0.549942531381108, 2.496921540635503, 2.5223980267153183, 2.5362658287073128, 0.9697993547157405, 0.9509493458379702, 0.9114640986420877, 0.9723407039720874, 0.8895370981740517, 0.9204916372613272, 0.9986493139780117, 1.069042087967919, 0.9904005783020298, 0.9554278, 0.9461718, 0.9482313]",4,optimal,0,optimal,0,optimal,0
49,CD01-1,50,"[5.17788657012823, 5.442549503840074, 5.448963557629457, 0.5205349945706055, 0.4915749992843861, 0.478110743402638, 2.4496775900306735, 2.49621038895931, 2.503250312138116, 0.8640142263120959, 0.9033226279804846, 0.9265107599518739, 1.0890772749336983, 1.4525803678367601, 1.5734144434270338, 0.8034113230355111, 0.6227800208790206, 0.5888818963661622, 1.3017557, 0.7910659, 0.823214]",8,optimal,0,high,2,high,2
37,CD01-1,38,"[5.0914058766266574, 5.479661375422914, 5.7286998867333665, 0.5209983157764878, 0.5005956127198933, 0.4785974711076461, 2.577129974559316, 2.620908474172767, 2.6457509200352334, 0.9404197877890403, 0.9185901419151448, 0.9030328087750831, 1.2014985640822622, 1.4271233139857675, 1.797608017790477, 0.7846874303547521, 0.6461238183373867, 0.5052811335389505, 0.9524732, 0.87768364, 0.9010698]",6,optimal,0,optimal,0,optimal,0
34,CD01-1,35,"[5.093932854736882, 5.477937997815215, 5.729073796489395, 0.5334968825274701, 0.5114880246098555, 0.49026604082182085, 2.594497631653776, 2.635943886778628, 2.6607817782168715, 0.9554201050267237, 0.9352003793172831, 0.9234732662453132, 1.1580532464269595, 1.3657645845586734, 1.7285942548106756, 0.8265777598088017, 0.6871583505832408, 0.5384300224061029, 0.9459735, 0.86307144, 0.88390684]",6,optimal,0,optimal,0,optimal,0
319,CD01-4,32,"[4.022612194132213, 4.329523177900941, 4.589326418187426, 0.5759799354960702, 0.565324523005725, 0.5523992060046942, 2.5005167367527483, 2.537741460636815, 2.5712512089857693, 0.9653963687739153, 0.966850971502207, 0.955228424005715, 0.9598638702236713, 0.661445817680192, 0.6244612044322638, 1.0180804816585456, 1.4645808916076533, 1.5297076710743427, 0.9448946, 0.88850075, 0.8757203]",8,optimal,0,optimal,0,optimal,0
23,CD01-1,24,"[5.206394632822709, 5.540889332554005, 5.686423123193605, 0.5238651550837599, 0.497601195645001, 0.47983159052673496, 2.4761174768748164, 2.521592165330788, 2.533610099667463, 0.9272171214213667, 0.9317492387066376, 0.8958045743294561, 1.0170663365907573, 1.1566378328691695, 1.2042113287236402, 0.9124531187009708, 0.8060711896030978, 0.7440344861960712, 0.9905555, 0.85434955, 0.8651465]",4,low,-2,optimal,0,optimal,0
196,CD01-2,5,"[4.317067781922236, 4.535924732773151, 4.714276885888247, 0.5514086411988426, 0.5386523695687367, 0.5266034146714332, 2.5197992054414016, 2.5358759338359014, 2.546876306495288, 0.9471739930339866, 0.9100576759811315, 0.8517050256311585, 0.9721060804262749, 0.9058714219370971, 0.9792075505166666, 0.9749728673568878, 1.0055789061549831, 0.8703393490599362, 0.9509875, 0.9406488, 0.93580264]",4,optimal,0,optimal,0,optimal,0
373,CD01-4,86,"[4.125856982833958, 4.419566578322924, 4.611441903142747, 0.5270005064628178, 0.5159635959761479, 0.5034990460085578, 2.533376134725369, 2.564860256721327, 2.5818778730665826, 0.9719757300780907, 0.9573486667211194, 0.9273227430087743, 0.9517577065593396, 0.7298358271619981, 0.7933413097574793, 1.0361794137239304, 1.3118924065029234, 1.170720848421033, 0.977569, 0.9242523, 0.90412384]",12,optimal,0,optimal,0,high,2
241,CD01-2,50,"[4.447737868382672, 4.701255599833372, 4.819399986276728, 0.5561576345755126, 0.5419215846522141, 0.5329867813305743, 2.5202415114240084, 2.546481360587758, 2.557218645564241, 0.978475971650235, 0.9627613821716057, 0.9304161806778432, 0.9263521020491448, 0.8902461706716235, 0.9463539515269679, 1.0574410701448953, 1.0818862345944884, 0.9833937967709767, 0.9442679, 0.91790354, 0.9216685]",8,optimal,0,optimal,0,high,4
10,CD01-1,11,"[5.127961067997495, 5.490048449251937, 5.717364848136012, 0.5275601647981956, 0.507537856476921, 0.48960427598948825, 2.58182922746481, 2.6275101991135354, 2.6511101101317243, 0.9854655883538077, 0.9714781466610071, 0.9540710310319594, 1.0178056776527435, 1.1829760794611095, 1.3395964818662656, 0.9687372289454175, 0.8230146549503323, 0.713196444566811, 0.6893424, 0.6590211, 0.6436026]",4,low,-2,optimal,0,optimal,0
66,CD01-1,67,"[4.907936207907644, 5.354616311584763, 5.653747943639733, 0.542949966594656, 0.5206567941819863, 0.49628310335983566, 2.523260987759742, 2.5762563429241463, 2.6112890880211537, 0.9320160731696138, 0.9118694859543618, 0.8932298149020018, 0.9994553353365427, 1.1794520416940344, 1.3581730270638068, 0.9345056836107428, 0.775049692366812, 0.6585078080923521, 0.9724108, 0.90961367, 0.8713427]",8,optimal,0,high,2,high,2
28,CD01-1,29,"[4.947092102384676, 5.449452905753236, 5.716909356255137, 0.54987937689032, 0.5300143241716521, 0.5063566073220359, 2.5462122811392023, 2.59829305301332, 2.6324243659440474, 0.908931627322303, 0.8683920796297945, 0.8456097853803201, 1.1223783350039722, 1.3931265266510604, 1.7590836265981038, 0.8123564380958919, 0.6262491020056098, 0.4823817388200597, 0.9884517, 0.8878504, 0.8848702]",6,optimal,0,optimal,0,optimal,0
362,CD01-4,75,"[4.149313755403979, 4.461620869686564, 4.700051313790051, 0.5609956645031897, 0.5497270073689922, 0.5359814384723891, 2.5374924074103773, 2.575757557518107, 2.6070134468379567, 0.9866509378658253, 0.9840068879641604, 0.9732419427474054, 0.8079843205114743, 0.5935519273450712, 0.612103135767769, 1.2453277291380886, 1.6583254141773036, 1.590644574333975, 0.91511106, 0.8884221, 0.8749331]",4,optimal,0,optimal,0,optimal,0
124,CD01-3,29,"[4.7599614855110985, 4.978702881314138, 5.010411749312059, 0.5520079015511471, 0.5230435256518884, 0.5067071406591818, 2.486908235932685, 2.5296149848947462, 2.5484149717955913, 0.8999134376267162, 0.9116125453942912, 0.9598051716875952, 1.340674331000655, 1.6339877550671378, 1.7453433294485214, 0.6821230472711868, 0.5580808013410786, 0.5499205201401872, 1.1609675, 0.9864582, 1.051414]",10,optimal,0,high,2,optimal,0
237,CD01-2,46,"[4.421595204529787, 4.591691514926073, 4.743048742675971, 0.5593732518101143, 0.5463850526156694, 0.5356889599502909, 2.5668046513878315, 2.582254614520178, 2.5972987773405722, 0.9772121307530429, 0.9373839160853121, 0.9188206269645581, 0.9274115281038798, 0.9709054396798705, 0.9527743848777457, 1.0540335413495088, 0.9655110482650121, 0.9644826165832026, 0.9700394, 0.94361705, 0.92527586]",6,optimal,0,optimal,0,high,2
161,CD01-3,66,"[4.688739359579491, 5.051151761677148, 5.185560996894551, 0.5608861415250649, 0.5364579718000743, 0.5161105716188041, 2.516073475060341, 2.551107912993126, 2.5718459533419, 0.9273615508551367, 0.8841741678563777, 0.896737209441186, 1.189031995433811, 1.4187115104537076, 1.518874690950092, 0.7854664770079827, 0.6239220486113193, 0.5904540241453684, 1.0561576, 0.8999893, 0.830102]",2,low,-4,low,-4,low,-4
194,CD01-2,3,"[4.337308634793972, 4.558762727429484, 4.713430376015548, 0.558572924516509, 0.5519525534564901, 0.544164201211514, 2.4917971559662284, 2.513088939147512, 2.5269749472932097, 0.9625237911544982, 0.9370992021706016, 0.8950799812511664, 0.9400532368205321, 0.8350606015276258, 0.8530263900115012, 1.0262819784862935, 1.1223204790924062, 1.0499305146789515, 0.9841816, 0.97458434, 0.958896]",4,optimal,0,optimal,0,optimal,0
137,CD01-3,42,"[4.6029345345922525, 4.952429085857553, 5.224302878713932, 0.5483052256769667, 0.5297700563735942, 0.5050561948363099, 2.510131088825741, 2.5570347180843904, 2.602421799866829, 0.9592471525349114, 0.9187795113157947, 0.9266299881055005, 1.1493722968500597, 1.3126697414215773, 1.3666560904705145, 0.8403017067867218, 0.7002776940704057, 0.6780369688303637, 0.96148896, 0.79180306, 0.7399174]",2,low,-4,low,-4,low,-4
282,CD01-2,91,"[4.435372598910526, 4.700435309015351, 4.815656084157859, 0.5482795055487227, 0.5315189498015719, 0.5207491294667397, 2.511889084813708, 2.5302054420102635, 2.5364228018882184, 0.9650914751441662, 0.911913374315668, 0.8656482645420602, 0.9053605115708002, 0.908858374464087, 1.0260447926153613, 1.0670116302200676, 1.0044624803064972, 0.8445533655496779, 0.94594514, 0.9070688, 0.9017637]",10,optimal,0,high,2,high,6
345,CD01-4,58,"[4.035021039782837, 4.3419144776724465, 4.591441585180406, 0.5706083391189553, 0.5591844830146968, 0.5467521841896971, 2.513517031717074, 2.548596466078253, 2.5794396774570925, 0.9678521248204035, 0.9587132606769745, 0.9449915742477535, 0.9679208252127449, 0.7096125558844903, 0.6768339271002511, 1.022937396388448, 1.3519367245705154, 1.396291348885708, 0.9570169, 0.9039462, 0.8760967]",10,optimal,0,optimal,0,optimal,0
112,CD01-3,17,"[4.704616171596486, 5.107968462640007, 5.280889161610104, 0.5611529111447168, 0.5378329971506818, 0.5151219380431556, 2.4857184002678756, 2.5362359395377445, 2.5679279975338547, 0.927972887448533, 0.8785967334384359, 0.8839453858710373, 1.0898454504468622, 1.35912463780144, 1.5635102769027913, 0.8592336878691742, 0.6471530399712119, 0.5660634593127009, 1.0546924, 0.9010067, 0.8287741]",4,low,-2,low,-2,low,-2
69,CD01-1,70,"[5.242003845687386, 5.416187161252657, 5.426048407105969, 0.5056890210459031, 0.482765347040324, 0.4721042565882652, 2.4070353687280313, 2.4447895133216577, 2.453961757112729, 0.8696159302065506, 0.9139115461281628, 0.9520504331173664, 1.117684224768622, 1.4368376398956482, 1.6012056472506229, 0.7869661407455152, 0.6368658163204253, 0.5949372761331979, 1.2519597, 0.81758255, 0.7980168]",8,optimal,0,high,2,high,2
132,CD01-3,37,"[4.822487874292994, 4.94618356867117, 4.922165483657879, 0.5350138218094002, 0.508375916669742, 0.4871172784736835, 2.508844438472595, 2.5458179217004084, 2.5445025334206455, 0.9208025653649559, 0.9298969851228932, 0.9253260111644156, 1.5851937942942274, 1.8364839608630477, 1.8781966786729325, 0.5899224660156756, 0.50634362662428, 0.49275185936261734, 1.2879938, 1.1475376, 1.140863]",12,high,2,high,4,optimal,0
100,CD01-3,5,"[4.71712090275326, 4.8755457421224415, 4.905057315920112, 0.5240938026682591, 0.5047508911717601, 0.49217910960137784, 2.4807390683342563, 2.5124767437625306, 2.5252269414676234, 0.9069909198340972, 0.9176884841547946, 0.9560986158404144, 1.3822934777284308, 1.7930452987140888, 1.893934860061663, 0.679346794328267, 0.511990996649956, 0.5048092703044126, 1.2880597, 1.0914099, 1.0781016]",10,optimal,0,high,2,optimal,0
297,CD01-4,10,"[4.102657903568499, 4.379786579390991, 4.597013003683067, 0.5408440766920874, 0.5286824149381947, 0.515169449468727, 2.5304230719339893, 2.557665856618289, 2.57697300658511, 0.9569561654838044, 0.9255659966641715, 0.8940052829828936, 1.1434860884419535, 0.8789621683506691, 0.9656785925989646, 0.8464184808200166, 1.0537497581384694, 0.9269352069493394, 0.93718916, 0.88962036, 0.8641917]",10,optimal,0,optimal,0,optimal,0
309,CD01-4,22,"[4.154116893320653, 4.36049203426532, 4.613741536874893, 0.5645086605206744, 0.554160942546133, 0.5408983331586957, 2.5323911244346267, 2.5609531970293298, 2.596864470447003, 0.9755028886755223, 0.9631773442675226, 0.9518348662038676, 0.986037301924019, 0.8102664382029009, 0.8006053643838439, 0.99491454564086, 1.1901917048578088, 1.1889329199679717, 0.91644484, 0.8883741, 0.8748964]",4,optimal,0,optimal,0,optimal,0
349,CD01-4,62,"[4.088976700267766, 4.389921647400175, 4.613235224799665, 0.5622423752801953, 0.5511261812676955, 0.539180762734922, 2.527577048538734, 2.5609602783660157, 2.5828736821972247, 0.9739630325184809, 0.9534652766411195, 0.9273841350244897, 0.9507141042253708, 0.7709522498000648, 0.8460632313582768, 1.045482920573308, 1.2382501037598646, 1.097376231139457, 0.95981985, 0.91137916, 0.870044]",12,optimal,0,optimal,0,high,2
372,CD01-4,85,"[4.173273755449316, 4.46544058982819, 4.685562491970249, 0.5344637728959878, 0.5204693270176463, 0.5068157169104484, 2.5207887291183475, 2.5500223725758904, 2.5675377225000293, 0.9808942716645719, 0.9594344951631311, 0.930560421237475, 0.8124255070712623, 0.6489750450277136, 0.6976633666774859, 1.2251251835225894, 1.478416975550422, 1.336170204271038, 0.9728801, 0.93809056, 0.920179]",12,optimal,0,optimal,0,high,2
85,CD01-1,86,"[5.154309855739768, 5.523041104773686, 5.619951158265543, 0.5200560961079025, 0.48921891116234173, 0.46544990498044925, 2.5431890249230324, 2.587923260425662, 2.5924342060678094, 0.9343625083845195, 0.9129135813539421, 0.89603515153966, 1.1738145417582109, 1.5784513276999539, 1.938977654288946, 0.8062491009791004, 0.5803950169431825, 0.46354914081795334, 1.0361388, 0.89744264, 0.96480787]",10,high,2,high,4,high,4
302,CD01-4,15,"[4.063730650284411, 4.378906400895548, 4.6398133666117864, 0.5675184968417222, 0.5543512687971371, 0.5405679381000034, 2.506842454546427, 2.5414430584663075, 2.5683763128552535, 0.9608436308121566, 0.9410326761466247, 0.9190291193768272, 1.0334629876852304, 0.7263023682306332, 0.7336587387953029, 0.9470067268265966, 1.2966070633825133, 1.2536186900545976, 0.9437789, 0.8850581, 0.8500247]",10,optimal,0,optimal,0,optimal,0
291,CD01-4,4,"[4.087991137658272, 4.305418689992897, 4.558827950668898, 0.5529247062780298, 0.5435546371532759, 0.530475810314888, 2.524491308691342, 2.5508699177255654, 2.582296013359161, 0.9779662804883977, 0.9636641189900536, 0.9463086005401414, 1.04242464686341, 0.7923868497858885, 0.7716073596784513, 0.9452986681234925, 1.2171273171094568, 1.226876686355528, 0.9312675, 0.8769095, 0.8770527]",4,optimal,0,optimal,0,optimal,0
299,CD01-4,12,"[4.1435528677181575, 4.40792367811373, 4.613749543837801, 0.5501872928449016, 0.5382892785266485, 0.524636709143801, 2.528074194370032, 2.5504251586053814, 2.5653685840414173, 0.9515591193688251, 0.9022622875428185, 0.8623021392011687, 1.1108124541509146, 0.9215689288525578, 1.0428587600176489, 0.8664487224182159, 0.9805545992423852, 0.8284326347823904, 0.9144628, 0.8654776, 0.8406157]",12,optimal,0,optimal,0,high,2
110,CD01-3,15,"[4.710837092988989, 5.014332806475752, 5.100720135148888, 0.561817041372779, 0.537398825942701, 0.5205364520548975, 2.4785870852677654, 2.5231497059282755, 2.547427497451626, 0.9019090754453406, 0.8791301578305856, 0.9109682353001595, 1.1479474631626643, 1.423010710496579, 1.5728741617746134, 0.8009028797485795, 0.618247120709389, 0.5795790800490626, 1.1480541, 0.8929531, 0.91630125]",8,optimal,0,optimal,0,optimal,0
323,CD01-4,36,"[4.13992934098307, 4.464605227333125, 4.720936059354794, 0.5604407695220774, 0.5455202785977458, 0.5295318750149357, 2.5200068859793325, 2.557702235475434, 2.583911733218842, 0.9788356433712491, 0.9772114472756113, 0.956490246045162, 0.9298708473100294, 0.6451745346416304, 0.659951791898321, 1.0706221779951868, 1.5152947307108133, 1.4507204705415937, 0.9312005, 0.8835213, 0.86284995]",12,optimal,0,optimal,0,high,2
293,CD01-4,6,"[4.123026546479447, 4.379127575762513, 4.6096581169076964, 0.5494510790213079, 0.5382675376291934, 0.5254104054513723, 2.5357177409329648, 2.560007238127564, 2.5805300088641516, 0.9665080189070955, 0.941054775267695, 0.9137209526876059, 1.0601307493885124, 0.8559303998302255, 0.9080761027842319, 0.9179061748041123, 1.099436047997286, 1.0075146289900636, 0.95434564, 0.9124289, 0.8979906]",6,optimal,0,optimal,0,optimal,0
318,CD01-4,31,"[4.060264566955877, 4.342748596315645, 4.552041151205996, 0.5715436831566364, 0.5613485798151582, 0.5501397657299812, 2.5112320280974663, 2.5430170311702356, 2.568825918059257, 0.9643318997939648, 0.9401916519204797, 0.9104386792574481, 1.0367375413589908, 0.8361462766649524, 0.8787440107133078, 0.9378012253311248, 1.1249208231054524, 1.0366527432136603, 0.96281, 0.9123216, 0.90539765]",8,optimal,0,optimal,0,optimal,0
151,CD01-3,56,"[4.695908152717855, 5.09226193779255, 5.266681963880267, 0.5417866910741086, 0.5179350339015435, 0.49773710279215705, 2.5073218340834025, 2.5486648184573153, 2.5735794719804708, 0.9117327223018107, 0.8677060693664329, 0.8759266279253316, 1.1615999583308916, 1.4010740322660071, 1.5566847475744339, 0.7918591019546927, 0.620312206232574, 0.5628410914273351, 1.0327319, 0.8767244, 0.79287934]",4,low,-2,low,-2,low,-2
187,CD01-3,92,"[4.848134805313051, 5.017311003456498, 4.993697202949497, 0.528753138146113, 0.4997313993620239, 0.4811458597779579, 2.5107247021582717, 2.543212540451498, 2.5485576054615664, 0.9042774742047994, 0.9277952049722834, 0.9676735667720956, 1.5422801310002803, 1.7520689658648116, 1.8566186693055728, 0.5897436462724891, 0.529554522312875, 0.5212662035227882, 0.91606855, 0.7904923, 0.8101967]",10,optimal,0,high,2,optimal,0
320,CD01-4,33,"[4.088911756801633, 4.418347428425345, 4.670584373876414, 0.5724464570737362, 0.5616624023762326, 0.549258888603012, 2.518635845949438, 2.5593113205160383, 2.5920136444822504, 0.978465943561819, 0.9688775593321912, 0.9551116319802505, 0.9934134866550832, 0.7557522537679429, 0.7522784230524097, 0.9969716030914487, 1.282814892995128, 1.2706041086116135, 0.9611192, 0.9090104, 0.8822013]",10,optimal,0,optimal,0,optimal,0
122,CD01-3,27,"[4.756846671315429, 5.078813243167219, 5.157717824827363, 0.5638340425583399, 0.5386156708960058, 0.5191991333941743, 2.4880199753247045, 2.5389333005165535, 2.562653839364355, 0.9028989223102102, 0.8773636001163931, 0.8930355798006856, 1.2843793512165707, 1.6360807759315243, 1.7676705187820463, 0.7180865475741481, 0.5368398255055333, 0.5052072245374949, 1.1038986, 0.8554882, 0.9019832]",6,optimal,0,optimal,0,optimal,0
245,CD01-2,54,"[4.325042984089803, 4.556981499765079, 4.705797068407357, 0.5661335424663763, 0.5550552612443208, 0.5465939638796024, 2.5217618093141336, 2.53703845991164, 2.548942085616068, 0.959050219675875, 0.9183859593758096, 0.8859735882695957, 0.9932889465163299, 0.9856420433514329, 1.0411680147468398, 0.9660641121850604, 0.9321192955925391, 0.8510826058980226, 0.96116626, 0.94022715, 0.9287243]",8,optimal,0,optimal,0,high,4
131,CD01-3,36,"[4.800953371955728, 4.8758008950396805, 4.863108733786194, 0.5312505564804549, 0.5034673124790017, 0.47932079425023794, 2.5057558184544466, 2.5395640637479464, 2.5384963737336785, 0.9077953751949145, 0.9636857328609787, 0.9514785739458465, 1.5612251217297684, 1.8356222253920427, 1.7914518087769555, 0.5900796268842814, 0.5250323447129207, 0.5310572221469321, 1.2939484, 1.2550304, 1.1456242]",12,high,2,high,4,optimal,0
138,CD01-3,43,"[4.256845781941834, 4.439863451679564, 4.548095752242085, 0.553082490722794, 0.5328016862252373, 0.5170531914163102, 2.373697849016319, 2.4000385520180125, 2.418633455501436, 0.9163200446027624, 0.9330654044667129, 0.9592241318127215, 0.8019987684955736, 0.7116200038566343, 0.6535403326267105, 1.1426360160662112, 1.3143390102044041, 1.4679804939447179, 1.0567404, 0.80861473, 0.8102209]",12,high,2,high,4,optimal,0
203,CD01-2,12,"[4.26627775189017, 4.4882355915984995, 4.645688017012392, 0.549451082267358, 0.5445752013889508, 0.5387596322672692, 2.4838158427734447, 2.5009580059537853, 2.507947326834426, 0.9475380472187994, 0.8987386313506075, 0.848884097126384, 0.9238051671277764, 0.859075631526796, 0.8525472508157591, 1.0275625601323408, 1.0461035612728393, 0.9957909052570917, 0.98268384, 0.96726227, 0.9506238]",4,optimal,0,optimal,0,optimal,0
92,CD01-1,93,"[5.150241966575746, 5.527079869495339, 5.667682765893272, 0.535611029520837, 0.500375161253596, 0.471822802688749, 2.5394661408519656, 2.590896321785281, 2.603420627338799, 0.9154527102967986, 0.9035696619229173, 0.8823427472937121, 1.085447646945399, 1.4722184699566059, 1.7454817478757167, 0.8541639599952453, 0.6172980086335997, 0.5064395122330377, 1.0390488, 0.85684174, 0.86266214]",10,high,2,high,4,high,4
